# time[us], force_in1[N], force_in2[N], force_out1[N], force_out2[N]
-7.894490935726057614e+02 1.202994961543214103e+01 5.721515514400184799e+00 -9.261382236993378925e+00 -3.095001488095402209e+00
-7.884490630531649913e+02 5.732282737036848985e+00 1.032159340191641128e+01 -7.406875381562914029e+00 -2.871811704860165460e+00
-7.874490325337239938e+02 4.223718163620916677e+00 3.846219014214598886e+00 7.989497237920620165e+00 -1.127481247982643708e+00
-7.864490020142829962e+02 5.067129639120508067e+00 -1.103570049456815561e+01 8.847457181149520622e+00 -3.095001488095402209e+00
-7.854489714948422261e+02 -4.467438805491996234e+00 2.341764326114960326e+01 -1.995304707630826613e+01 -2.333848485137456075e-01
-7.844489409754014559e+02 6.397435834949551037e+00 -5.206165782061490666e-02 1.378911314312764702e+01 1.005006101190509504e+01
-7.834489104559604584e+02 5.953646749083966405e+00 -8.547472079447418380e+00 8.418050788096243409e+00 1.224090476190621679e+01
-7.824488799365194609e+02 1.052165030746249208e+01 -1.544751871696847090e+01 6.803334924090413516e+00 4.996397082450287463e+00
-7.814488494170786907e+02 1.442304180798501179e+01 -1.220653241638153297e+01 -1.373722666095328337e+00 -6.800318682901524969e-01
-7.804488188976379206e+02 8.126568624085077630e+00 -9.018752986104873415e+00 -6.930136208335491155e+00 3.926048954817045189e+00
