# time[us], force_in1[N], force_in2[N], force_out1[N], force_out2[N]
-7.974493377281328321e+02 -1.751072573260211929e+00 -1.887239209994805877e+00 1.319615512256276801e+01 8.311458758238298827e+00
-7.964493072086920620e+02 -1.751072573260211929e+00 4.313396799897346590e+00 -1.452842847893556222e+00 -8.771586208344531954e+00
-7.954492766892510645e+02 3.256077925731656997e+00 -2.819973896865275886e+00 3.677149251385250839e+00 -1.226452637498118214e+01
-7.944492461698100669e+02 1.084532224530140709e+01 -6.019405491351054849e+00 1.086490909390098025e+01 -3.945658768314177056e+00
-7.934492156503692968e+02 -2.192474270140936987e+00 1.581281938733143022e+01 -2.170103864536728366e+01 -1.096323231825930122e+01
-7.924491851309285266e+02 -1.530239092099082043e+00 -1.342316255278315040e+01 2.068923271823657473e+01 -1.248637889169113890e+01
-7.914491546114875291e+02 -1.972038687143254254e+00 -1.818033407586220207e+01 1.433569535863217226e+01 -1.074097862159507422e+01
-7.904491240920465316e+02 -1.087776333444718802e+00 1.210827349371763262e+01 -6.542467050568603781e+00 -1.467695518838289281e+01
-7.894490935726057614e+02 8.671074043089872063e+00 -1.061653524093988743e+01 1.271515173490503159e+01 -1.029513396173443240e+01
-7.884490630531649913e+02 -2.193800597354133686e+00 2.246611721613347878e+00 -7.726070835749144550e+00 -1.531625235080933400e+00
-7.874490325337239938e+02 -5.875419678490316322e+00 4.546580471614523944e+00 2.018938400198919236e+00 3.296843011350841124e+00
-7.864490020142829962e+02 -3.923994448258235845e+00 9.381105518537504295e+00 -1.542354644308350053e+01 1.380454846822661885e+01
-7.854489714948422261e+02 6.436112119524527442e-01 6.377093352724150677e+00 -2.354013497348189876e+00 1.313390930529853051e+01
-7.844489409754014559e+02 7.384404012603644318e+00 4.163796155406082611e-01 2.088453373911823263e+01 9.199403731686320640e+00
-7.834489104559604584e+02 8.447455274778459255e+00 1.144648672161151737e+01 4.583294817675273691e+00 8.975545315187448026e+00
-7.824488799365194609e+02 -3.701834639881933953e+00 6.376251027599501242e+00 -5.870142575508610072e+00 2.626872481682958504e+00
-7.814488494170786907e+02 1.995568606405856149e-01 -2.588615262915715753e+00 7.864039259319916653e+00 -2.363488777271171848e-01
